1,28
3,99
4,21
5,104
7,84
8,18
9,82
11,87
12,94
13,80
14,89
16,78
19,83
20,106
21,91
22,105
24,88
25,97
26,93
27,81
28,98
29,60
30,85
31,103
32,14
33,79
34,95
35,101
36,90
37,96
38,10
39,102
40,92
41,24
42,23
43,22
44,17
46,20
47,19
48,12
49,86
50,100
51,27
52,34
53,33
54,35
